property_type,sector,bedRoom,bathroom,balcony,agePossession,built_up_area,servant room,store room,furnishing_type,luxury_category,floor_category,price
house,275.0,3.0,3,4.0,new property,2700.0,0,0,high,1.0,high floor,13.0
house,134.0,5.0,6,3.0,Relatively New,4500.0,1,1,medium,2.0,high floor,12.5
flat,174.0,2.0,2,1.0,Relatively New,850.0,0,0,high,0.0,high floor,0.33
house,275.0,3.0,3,4.0,old property,60.0,0,0,low,1.0,high floor,1.9
house,277.0,5.0,6,4.0,old property,3438.0,1,1,medium,1.0,high floor,8.31
flat,241.0,3.0,4,2.0,Relatively New,1350.0,0,0,high,2.0,low floor,1.45
flat,206.0,3.0,3,3.0,Under Construction,1640.0,1,0,medium,2.0,high floor,3.3
flat,262.0,2.0,2,3.0,new property,676.0,0,0,medium,1.0,high floor,0.54
flat,240.0,4.0,4,0.0,Relatively New,2040.0,0,0,medium,1.0,high floor,1.3
flat,242.0,3.0,3,4.0,Relatively New,1750.0,0,0,medium,1.0,low floor,0.92
flat,165.0,3.0,3,2.0,old property,1401.0,0,0,medium,1.0,mid floor,1.3
flat,10.0,2.0,2,1.0,old property,722.0,0,0,high,1.0,mid floor,0.5
house,35.0,5.0,4,3.0,old property,1350.0,1,0,medium,1.0,high floor,4.35
flat,207.0,3.0,3,3.0,Moderately Old,2506.0,1,0,low,1.0,low floor,5.3
house,18.0,2.0,2,1.0,Moderately Old,225.0,0,0,medium,1.0,mid floor,0.27
flat,232.0,2.0,2,1.0,new property,557.0,1,0,medium,1.0,high floor,0.41
flat,226.0,3.0,3,2.0,Relatively New,2130.0,1,0,low,2.0,high floor,2.5
flat,212.0,3.0,3,2.0,Relatively New,1428.0,0,0,high,0.0,high floor,1.55
flat,205.0,1.0,1,2.0,new property,804.0,0,0,medium,1.0,high floor,0.88
flat,223.0,2.0,2,3.0,Relatively New,1411.0,0,0,medium,0.0,high floor,1.33
flat,223.0,2.0,2,3.0,Relatively New,1423.0,0,0,medium,0.0,mid floor,1.34
house,15.0,5.0,6,4.0,Moderately Old,2700.0,1,1,high,2.0,high floor,8.25
flat,198.0,3.0,3,4.0,old property,1450.0,0,0,high,0.0,high floor,1.35
flat,228.0,4.0,5,4.0,Relatively New,2110.0,1,0,low,0.0,high floor,2.95
flat,187.0,3.0,4,4.0,Moderately Old,1916.0,1,0,medium,2.0,high floor,2.4
flat,229.0,3.0,3,2.0,Relatively New,1570.0,0,0,medium,1.0,low floor,1.08
flat,227.0,4.0,6,4.0,Relatively New,4425.0,1,0,high,2.0,low floor,3.0
flat,231.0,3.0,4,3.0,Relatively New,2300.0,1,0,medium,1.0,high floor,2.0
flat,131.0,3.0,4,4.0,Relatively New,1186.0,1,0,high,0.0,low floor,1.15
house,134.0,4.0,5,4.0,Relatively New,5400.0,1,1,medium,0.0,high floor,5.7
flat,225.0,3.0,3,3.0,Moderately Old,2047.0,1,0,medium,2.0,high floor,1.6
flat,223.0,3.0,3,3.0,Relatively New,2161.0,0,0,medium,1.0,high floor,1.45
house,92.0,2.0,4,4.0,Moderately Old,61.0,0,0,medium,1.0,high floor,1.7
house,101.0,3.0,3,1.0,Moderately Old,2160.0,1,0,medium,0.0,mid floor,6.95
flat,141.0,2.0,2,3.0,new property,1276.0,0,0,medium,0.0,mid floor,1.55
house,104.0,5.0,6,4.0,old property,2430.0,0,0,high,1.0,high floor,6.0
house,34.0,4.0,5,2.0,Moderately Old,3240.0,1,0,high,2.0,mid floor,12.5
flat,245.0,2.0,1,2.0,new property,511.0,0,0,medium,2.0,high floor,0.3
flat,210.0,2.0,2,2.0,new property,1296.0,0,0,medium,2.0,mid floor,1.3
flat,170.0,3.0,2,3.0,new property,1201.0,0,0,medium,1.0,mid floor,0.82
flat,240.0,4.0,5,4.0,Relatively New,1692.0,1,0,medium,2.0,low floor,0.9
house,101.0,4.0,5,2.0,Moderately Old,4000.0,1,0,high,0.0,high floor,10.45
flat,141.0,5.0,6,4.0,Moderately Old,7294.0,0,0,medium,2.0,low floor,6.0
flat,238.0,4.0,4,4.0,Relatively New,2468.0,1,0,medium,2.0,high floor,1.9
flat,246.0,4.0,3,3.0,old property,2007.0,1,0,medium,1.0,mid floor,1.25
house,117.0,3.0,6,4.0,old property,1431.0,0,0,medium,1.0,high floor,1.25
flat,171.0,2.0,2,2.0,Relatively New,1479.0,0,0,medium,2.0,low floor,2.3
flat,250.0,3.0,2,4.0,Under Construction,1333.0,0,0,medium,2.0,low floor,1.39
flat,38.0,4.0,4,4.0,old property,2556.0,1,0,high,0.0,low floor,6.0
house,99.0,2.0,4,3.0,Relatively New,1341.0,0,0,high,1.0,high floor,2.0
flat,174.0,3.0,3,4.0,Relatively New,1789.0,1,0,medium,1.0,mid floor,1.44
flat,231.0,3.0,4,3.0,Relatively New,2179.0,1,0,medium,1.0,high floor,1.75
flat,226.0,2.0,2,1.0,Relatively New,547.0,0,0,high,1.0,low floor,0.48
house,35.0,6.0,8,4.0,Relatively New,2844.0,1,1,low,1.0,mid floor,13.0
flat,223.0,3.0,3,3.0,Relatively New,1362.0,0,0,medium,0.0,high floor,1.28
flat,174.0,2.0,2,4.0,Relatively New,1179.0,0,1,high,2.0,low floor,0.95
flat,248.0,2.0,2,2.0,new property,658.0,0,0,medium,2.0,high floor,0.35
house,227.0,5.0,5,4.0,Relatively New,3240.0,1,0,high,0.0,mid floor,7.5
house,177.0,1.0,1,2.0,old property,892.0,0,0,medium,1.0,mid floor,1.6
house,116.0,3.0,3,3.0,old property,1260.0,0,0,medium,1.0,high floor,1.1
flat,209.0,4.0,4,4.0,Moderately Old,2127.0,1,0,high,0.0,high floor,2.7
flat,240.0,4.0,4,3.0,new property,1828.0,0,0,medium,1.0,low floor,1.0
flat,229.0,4.0,4,3.0,Relatively New,2000.0,1,0,medium,2.0,high floor,1.42
flat,177.0,3.0,3,4.0,old property,2400.0,0,0,medium,1.0,mid floor,2.0
flat,127.0,3.0,4,4.0,new property,1945.0,1,0,high,2.0,low floor,2.5
flat,132.0,2.0,2,2.0,Relatively New,543.0,0,0,medium,1.0,low floor,0.28
flat,212.0,4.0,4,2.0,Relatively New,1819.0,0,0,medium,2.0,high floor,1.76
flat,229.0,3.0,3,4.0,Relatively New,1719.0,0,0,medium,2.0,high floor,1.8
flat,207.0,3.0,3,3.0,Relatively New,1833.0,1,0,medium,1.0,high floor,2.65
flat,222.0,2.0,2,2.0,Moderately Old,1422.0,0,0,medium,2.0,low floor,0.69
flat,129.0,4.0,4,4.0,new property,2851.0,1,0,medium,1.0,low floor,2.5
flat,141.0,3.0,3,2.0,Under Construction,1507.0,0,0,medium,1.0,low floor,2.0
flat,175.0,3.0,3,3.0,Relatively New,1700.0,0,0,medium,0.0,high floor,1.1
flat,235.0,3.0,3,2.0,new property,1581.0,0,0,medium,1.0,high floor,1.42
flat,223.0,2.0,2,3.0,new property,1747.0,0,0,medium,2.0,high floor,1.41
flat,235.0,3.0,2,3.0,new property,998.0,0,0,medium,1.0,mid floor,1.16
flat,127.0,3.0,3,4.0,new property,1700.0,0,0,medium,0.0,low floor,1.9
house,56.0,6.0,6,4.0,Moderately Old,3240.0,1,1,high,2.0,high floor,10.0
flat,128.0,2.0,2,3.0,Moderately Old,1288.0,0,0,medium,1.0,high floor,1.2
house,168.0,6.0,7,4.0,Relatively New,4950.0,1,1,high,0.0,mid floor,9.55
flat,232.0,2.0,2,1.0,new property,557.0,0,0,medium,2.0,high floor,0.43
flat,175.0,4.0,4,3.0,Relatively New,2100.0,0,0,high,2.0,high floor,1.75
house,89.0,2.0,2,1.0,Relatively New,900.0,0,0,medium,1.0,mid floor,0.42
house,179.0,3.0,3,2.0,old property,2250.0,0,0,medium,1.0,mid floor,3.3
flat,134.0,3.0,3,3.0,Relatively New,1550.0,0,0,medium,2.0,low floor,1.7
flat,134.0,3.0,3,2.0,Relatively New,2303.0,1,0,medium,0.0,high floor,1.63
flat,140.0,3.0,5,2.0,Relatively New,2800.0,1,0,medium,2.0,high floor,3.65
house,213.0,5.0,3,0.0,old property,148.0,0,0,medium,1.0,mid floor,2.25
house,86.0,8.0,8,2.0,Relatively New,8260.0,0,0,high,1.0,high floor,5.5
flat,229.0,3.0,3,2.0,Relatively New,1588.0,0,1,high,0.0,high floor,1.1
flat,239.0,3.0,3,4.0,Relatively New,2578.0,0,0,low,1.0,mid floor,1.8
flat,203.0,2.0,2,2.0,Under Construction,1278.0,0,0,medium,1.0,high floor,1.6
house,143.0,3.0,3,0.0,Moderately Old,200.0,0,0,medium,1.0,mid floor,1.7
house,89.0,4.0,4,2.0,old property,1494.0,0,0,medium,1.0,mid floor,1.3
flat,142.0,3.0,4,2.0,old property,2000.0,1,0,medium,1.0,mid floor,1.15
house,159.0,3.0,2,0.0,old property,125.0,0,0,medium,1.0,mid floor,5.1
flat,231.0,2.0,2,3.0,Relatively New,1300.0,0,1,medium,2.0,low floor,1.22
house,13.0,2.0,2,0.0,Moderately Old,130.0,0,0,medium,1.0,mid floor,0.75
flat,133.0,2.0,2,2.0,Relatively New,2060.0,0,0,medium,1.0,mid floor,1.0
flat,226.0,2.0,2,1.0,Relatively New,613.0,0,0,high,2.0,high floor,0.48
flat,154.0,3.0,2,3.0,Moderately Old,1440.0,0,0,medium,1.0,high floor,0.8
house,188.0,7.0,7,3.0,Moderately Old,2340.0,0,0,high,1.0,mid floor,5.0
house,213.0,7.0,7,0.0,old property,2610.0,0,0,medium,1.0,high floor,3.0
flat,238.0,4.0,4,4.0,Relatively New,2005.0,0,0,medium,1.0,high floor,1.75
flat,132.0,2.0,2,4.0,Relatively New,1236.0,0,0,high,0.0,high floor,0.8
house,29.0,1.0,1,0.0,old property,1242.0,0,0,medium,1.0,mid floor,3.35
house,105.0,2.0,2,0.0,new property,600.0,0,0,medium,1.0,mid floor,0.35
house,36.0,3.0,3,1.0,old property,540.0,0,0,medium,1.0,mid floor,1.45
flat,212.0,3.0,3,3.0,Under Construction,1893.0,0,0,medium,1.0,low floor,1.8
flat,226.0,4.0,5,4.0,Relatively New,3801.0,1,0,high,0.0,low floor,4.0
house,179.0,4.0,4,3.0,old property,160.0,0,0,high,1.0,mid floor,2.3
flat,38.0,4.0,4,2.0,Under Construction,2667.0,1,0,high,1.0,mid floor,6.0
flat,231.0,4.0,6,3.0,Relatively New,3890.0,1,0,medium,0.0,high floor,1.91
flat,231.0,2.0,2,3.0,Relatively New,1484.0,0,0,high,0.0,low floor,1.2
flat,207.0,3.0,3,3.0,Relatively New,1081.0,1,0,high,2.0,high floor,1.75
flat,238.0,2.0,2,1.0,new property,767.0,0,0,medium,1.0,mid floor,0.47
flat,140.0,3.0,3,4.0,Relatively New,2225.56,1,0,high,0.0,mid floor,3.29
flat,71.0,2.0,2,1.0,Relatively New,1000.0,0,0,medium,1.0,high floor,0.45
flat,174.0,2.0,2,1.0,Relatively New,850.0,0,0,high,0.0,high floor,0.35
flat,36.0,4.0,5,4.0,new property,3889.0,1,0,low,1.0,high floor,6.5
flat,231.0,2.0,2,3.0,Relatively New,1484.0,0,0,medium,2.0,low floor,1.07
flat,262.0,1.0,1,0.0,Relatively New,484.0,0,0,medium,1.0,mid floor,0.21
flat,133.0,3.0,3,4.0,Relatively New,1661.0,0,0,medium,0.0,high floor,1.3
flat,227.0,3.0,3,3.0,Relatively New,2000.0,1,0,high,0.0,low floor,1.37
house,227.0,4.0,3,0.0,Relatively New,360.0,0,0,medium,1.0,mid floor,6.5
flat,240.0,2.0,2,1.0,Relatively New,657.0,0,0,high,1.0,high floor,0.42
flat,238.0,3.0,3,4.0,Relatively New,1700.0,0,0,medium,0.0,high floor,1.3
flat,209.0,3.0,3,4.0,Moderately Old,1406.0,0,0,medium,1.0,mid floor,1.0
flat,206.0,2.0,2,2.0,Under Construction,1167.0,0,0,medium,1.0,mid floor,1.55
flat,127.0,3.0,4,4.0,Relatively New,1750.0,1,0,high,0.0,high floor,1.7
flat,231.0,4.0,4,4.0,Relatively New,2225.0,0,0,medium,1.0,high floor,2.03
flat,231.0,3.0,4,3.0,Moderately Old,1467.0,1,0,low,2.0,high floor,1.1
flat,245.0,2.0,2,2.0,new property,502.0,0,0,medium,2.0,low floor,0.32
flat,157.0,2.0,2,2.0,new property,1285.0,1,0,medium,1.0,high floor,1.99
flat,165.0,3.0,2,2.0,old property,1300.0,0,0,low,2.0,mid floor,1.45
flat,127.0,3.0,3,3.0,Relatively New,1493.0,1,0,high,2.0,high floor,1.4
flat,231.0,4.0,5,4.0,Relatively New,2545.0,1,1,medium,2.0,mid floor,2.0
flat,128.0,3.0,4,4.0,new property,1734.0,1,0,medium,1.0,high floor,1.12
house,275.0,8.0,7,4.0,Moderately Old,2850.0,1,0,high,2.0,high floor,5.5
house,35.0,9.0,9,4.0,Relatively New,2300.5,1,0,high,0.0,high floor,7.5
flat,233.0,2.0,2,1.0,new property,694.0,0,0,medium,1.0,high floor,0.45
house,280.0,2.0,6,4.0,Moderately Old,163.0,0,0,high,1.0,high floor,3.75
house,77.0,7.0,7,4.0,new property,2245.0,0,0,medium,1.0,high floor,4.0
flat,195.0,3.0,4,4.0,Moderately Old,2217.0,1,0,high,1.0,high floor,6.0
flat,132.0,2.0,2,2.0,Relatively New,543.0,0,0,medium,1.0,high floor,0.28
flat,127.0,3.0,3,3.0,Relatively New,1315.0,0,0,high,0.0,high floor,1.5
flat,222.0,2.0,2,3.0,Under Construction,1467.0,0,0,medium,1.0,low floor,0.99
house,34.0,5.0,6,4.0,Moderately Old,4518.0,1,1,high,2.0,high floor,15.0
flat,203.0,3.0,3,2.0,Under Construction,1721.0,0,0,medium,1.0,high floor,2.25
flat,242.0,2.0,2,1.0,Relatively New,950.0,0,0,medium,1.0,low floor,0.3
flat,216.0,2.0,2,2.0,Moderately Old,1086.0,0,0,medium,1.0,high floor,0.82
flat,189.0,1.0,1,1.0,Relatively New,500.0,0,0,medium,1.0,mid floor,0.87
house,168.0,5.0,7,4.0,Under Construction,500.0,1,1,medium,2.0,mid floor,9.5
flat,242.0,1.0,1,1.0,Relatively New,407.0,0,0,medium,2.0,high floor,0.2
flat,140.0,4.0,6,4.0,Relatively New,3655.35,1,0,high,0.0,low floor,5.2
flat,262.0,2.0,2,3.0,Relatively New,1404.0,0,0,medium,0.0,high floor,0.72
flat,216.0,2.0,2,1.0,Moderately Old,639.0,0,0,medium,2.0,high floor,0.59
flat,104.0,1.0,2,2.0,Moderately Old,723.0,0,0,medium,2.0,high floor,0.56
flat,198.0,4.0,4,3.0,Relatively New,2253.0,0,0,high,1.0,high floor,2.0
flat,139.0,3.0,4,4.0,Under Construction,2104.0,1,0,medium,1.0,low floor,1.65
flat,73.0,2.0,2,1.0,Relatively New,944.0,0,0,medium,1.0,mid floor,0.45
house,188.0,6.0,5,4.0,Moderately Old,6000.0,0,0,medium,2.0,high floor,3.35
house,178.0,1.0,1,1.0,Relatively New,480.0,0,0,medium,1.0,mid floor,0.37
flat,133.0,3.0,3,2.0,Relatively New,1548.0,0,0,medium,2.0,high floor,2.6
flat,31.0,2.0,1,1.0,old property,1188.0,0,0,medium,2.0,mid floor,0.95
flat,212.0,2.0,2,2.0,Under Construction,991.0,0,0,medium,1.0,high floor,0.75
flat,129.0,2.0,2,3.0,Under Construction,1148.0,0,0,medium,2.0,low floor,1.1
house,227.0,4.0,4,4.0,Moderately Old,2425.0,1,0,medium,2.0,low floor,1.6
house,151.0,4.0,4,2.0,old property,500.0,1,0,high,1.0,mid floor,8.5
flat,250.0,3.0,3,0.0,Under Construction,1996.0,0,0,medium,2.0,mid floor,1.75
flat,127.0,2.0,2,2.0,Relatively New,1100.0,0,0,medium,2.0,mid floor,1.25
flat,223.0,3.0,3,2.0,Relatively New,1362.0,0,0,medium,2.0,high floor,1.35
flat,132.0,3.0,3,3.0,Moderately Old,1713.0,0,0,high,0.0,high floor,1.21
flat,245.0,3.0,5,3.0,Relatively New,1750.0,1,0,medium,1.0,mid floor,1.08
flat,262.0,2.0,2,4.0,Relatively New,1131.0,0,0,medium,0.0,low floor,0.72
flat,174.0,3.0,4,3.0,Relatively New,1660.0,1,0,medium,1.0,high floor,0.99
flat,188.0,4.0,5,4.0,Moderately Old,4120.0,0,0,high,2.0,low floor,4.25
flat,223.0,2.0,2,3.0,Relatively New,1252.0,0,0,medium,0.0,high floor,1.18
flat,226.0,3.0,3,3.0,Moderately Old,1982.0,1,0,high,1.0,mid floor,1.28
flat,211.0,2.0,2,3.0,new property,1127.0,0,0,medium,2.0,low floor,1.1
flat,38.0,3.0,3,2.0,old property,1294.0,0,0,high,2.0,low floor,2.09
flat,262.0,2.0,2,3.0,Under Construction,1222.0,0,0,medium,2.0,high floor,0.78
flat,212.0,3.0,3,1.0,Relatively New,1419.0,0,0,medium,2.0,low floor,1.32
flat,35.0,4.0,4,3.0,old property,2744.0,1,0,medium,1.0,mid floor,3.4
flat,174.0,3.0,3,1.0,new property,1643.0,1,0,medium,1.0,high floor,0.99
flat,189.0,5.0,6,4.0,Relatively New,3219.0,1,0,medium,1.0,low floor,4.21
house,34.0,5.0,4,4.0,Moderately Old,4518.0,1,1,high,2.0,high floor,18.0
flat,211.0,2.0,2,3.0,new property,1244.0,0,0,medium,2.0,low floor,1.1
house,192.0,6.0,5,3.0,Moderately Old,3078.0,1,0,high,1.0,high floor,12.5
flat,229.0,3.0,3,3.0,new property,1162.0,0,0,high,1.0,high floor,0.75
flat,140.0,4.0,5,3.0,Relatively New,4800.0,0,0,medium,2.0,low floor,6.5
flat,228.0,3.0,3,4.0,Relatively New,2333.0,1,0,low,2.0,low floor,2.25
flat,127.0,3.0,4,4.0,Moderately Old,1945.0,1,0,medium,0.0,high floor,2.2
house,34.0,4.0,4,4.0,old property,2700.0,1,1,medium,2.0,mid floor,8.9
house,29.0,3.0,9,4.0,Moderately Old,1935.0,1,0,high,2.0,high floor,5.3
flat,229.0,3.0,4,0.0,Relatively New,1900.0,0,0,medium,2.0,high floor,1.8
house,68.0,2.0,4,2.0,Moderately Old,1072.0,0,0,medium,1.0,high floor,1.2
flat,198.0,3.0,3,4.0,Moderately Old,1900.0,1,0,high,2.0,high floor,1.55
flat,262.0,2.0,1,2.0,new property,913.0,0,0,medium,2.0,high floor,0.65
flat,238.0,3.0,3,4.0,Relatively New,1600.0,0,0,medium,2.0,high floor,1.24
flat,211.0,2.0,2,2.0,new property,1361.0,1,0,medium,2.0,low floor,1.0
flat,211.0,2.0,2,2.0,new property,1200.0,0,0,medium,1.0,low floor,0.93
flat,193.0,5.0,6,4.0,Moderately Old,5200.0,1,1,high,0.0,low floor,3.55
flat,129.0,3.0,3,3.0,new property,1490.0,0,0,medium,2.0,high floor,1.3
flat,137.0,4.0,5,3.0,Relatively New,3077.0,1,0,medium,0.0,high floor,3.7
house,188.0,4.0,4,2.0,Moderately Old,280.0,1,0,medium,1.0,mid floor,5.75
flat,57.0,5.0,6,4.0,Relatively New,9050.0,1,0,medium,1.0,low floor,7.5
flat,129.0,3.0,4,4.0,Relatively New,2000.0,1,0,high,2.0,high floor,1.05
house,202.0,9.0,12,4.0,Relatively New,6390.0,1,0,high,0.0,high floor,18.02
flat,208.0,2.0,2,3.0,Relatively New,1082.0,0,0,medium,2.0,high floor,1.45
flat,229.0,3.0,3,3.0,Relatively New,1549.0,1,0,high,2.0,high floor,1.75
house,166.0,4.0,3,3.0,Moderately Old,1449.0,0,1,high,2.0,mid floor,3.5
flat,128.0,2.0,2,0.0,Relatively New,750.0,0,0,medium,1.0,high floor,0.5
flat,128.0,3.0,3,4.0,Relatively New,1725.0,1,1,high,1.0,low floor,1.34
house,134.0,5.0,5,4.0,Relatively New,270.0,1,1,high,0.0,high floor,6.15
flat,240.0,3.0,3,3.0,Relatively New,1738.0,0,0,medium,1.0,high floor,1.5
flat,50.0,3.0,3,2.0,Under Construction,905.0,0,0,medium,1.0,low floor,0.45
flat,262.0,2.0,2,1.0,Relatively New,743.0,0,0,medium,1.0,high floor,0.29
flat,209.0,4.0,4,4.0,Relatively New,3200.0,1,1,high,0.0,mid floor,4.75
flat,212.0,4.0,4,2.0,Relatively New,1819.0,0,0,medium,0.0,mid floor,1.7
house,118.0,3.0,3,2.0,Moderately Old,153.0,1,1,high,2.0,mid floor,2.8
house,168.0,5.0,6,3.0,new property,550.0,1,0,medium,1.0,high floor,10.0
flat,245.0,2.0,2,1.0,Relatively New,601.0,0,0,medium,1.0,high floor,0.32
flat,229.0,3.0,3,2.0,Relatively New,1588.0,1,1,high,0.0,low floor,1.05
house,149.0,2.0,6,4.0,Relatively New,1449.0,0,0,medium,2.0,high floor,2.98
flat,240.0,2.0,2,1.0,new property,646.0,0,0,high,1.0,high floor,0.45
flat,33.0,4.0,4,4.0,old property,3167.0,1,0,high,1.0,mid floor,2.5
flat,195.0,3.0,4,4.0,new property,2895.0,0,0,medium,2.0,low floor,4.8
house,208.0,4.0,4,4.0,Relatively New,3240.0,1,1,high,0.0,high floor,12.0
flat,227.0,3.0,3,3.0,Moderately Old,1234.0,0,0,high,2.0,high floor,0.86
flat,242.0,2.0,2,2.0,new property,717.0,0,0,medium,2.0,high floor,0.36
house,7.0,4.0,4,3.0,Relatively New,2500.0,1,0,high,1.0,mid floor,2.9
flat,196.0,4.0,6,4.0,Moderately Old,2455.0,1,0,high,2.0,low floor,6.75
flat,242.0,2.0,2,1.0,Relatively New,563.0,0,0,low,1.0,high floor,0.32
house,181.0,9.0,9,4.0,Relatively New,2367.0,0,0,high,2.0,high floor,5.0
flat,127.0,3.0,4,4.0,Relatively New,1186.0,1,0,high,1.0,low floor,2.2
flat,189.0,4.0,5,3.0,Moderately Old,3356.0,1,0,low,1.0,high floor,3.6
house,205.0,3.0,3,2.0,new property,2385.0,0,0,medium,1.0,mid floor,1.5
flat,238.0,4.0,3,4.0,Moderately Old,2461.0,0,0,medium,2.0,high floor,1.79
flat,235.0,3.0,3,2.0,Under Construction,1611.0,0,0,medium,2.0,high floor,1.28
house,186.0,4.0,4,3.0,Moderately Old,900.0,0,1,high,1.0,high floor,2.4
flat,262.0,2.0,2,2.0,Relatively New,1275.0,0,0,medium,1.0,high floor,0.9
house,79.0,2.0,1,1.0,new property,450.0,0,0,medium,1.0,high floor,0.95
flat,189.0,3.0,4,4.0,Moderately Old,1750.75,1,0,high,0.0,mid floor,2.64
house,177.0,5.0,5,4.0,Moderately Old,4500.0,1,0,high,1.0,high floor,15.0
house,34.0,5.0,5,2.0,old property,2295.0,0,0,medium,1.0,high floor,8.1
flat,214.0,3.0,5,3.0,new property,1527.0,1,0,medium,1.0,high floor,1.75
house,101.0,4.0,4,4.0,old property,2160.0,1,0,medium,2.0,mid floor,6.8
flat,128.0,2.0,2,3.0,new property,1232.0,0,0,medium,2.0,high floor,0.88
flat,212.0,4.0,4,2.0,Relatively New,1819.0,0,0,medium,2.0,mid floor,1.68
house,74.0,2.0,3,2.0,old property,540.0,0,0,medium,1.0,high floor,0.5
flat,240.0,3.0,1,3.0,Moderately Old,1316.0,0,0,high,2.0,mid floor,0.56
house,145.0,1.0,1,0.0,old property,2250.0,0,0,medium,1.0,mid floor,4.6
flat,212.0,2.0,3,1.0,Relatively New,1500.0,0,0,medium,0.0,mid floor,1.19
house,284.0,2.0,2,1.0,Moderately Old,556.0,0,0,medium,1.0,mid floor,0.35
house,34.0,5.0,5,2.0,Moderately Old,4518.0,1,0,high,2.0,mid floor,13.5
flat,127.0,3.0,4,4.0,Relatively New,1757.0,1,0,high,2.0,low floor,1.75
flat,141.0,3.0,3,4.0,Under Construction,1534.0,0,0,medium,1.0,mid floor,2.51
house,168.0,5.0,7,4.0,Relatively New,502.0,1,0,medium,2.0,high floor,11.75
flat,229.0,3.0,3,1.0,Moderately Old,1607.0,0,0,high,2.0,high floor,1.15
flat,226.0,2.0,2,2.0,Relatively New,664.0,0,1,high,1.0,high floor,0.45
flat,133.0,4.0,5,4.0,Relatively New,2515.0,0,0,medium,2.0,high floor,2.28
house,275.0,5.0,6,4.0,new property,360.0,1,0,high,0.0,high floor,11.0
house,162.0,5.0,5,4.0,Relatively New,161.0,1,0,high,1.0,high floor,4.25
house,161.0,4.0,4,4.0,old property,3771.0,0,0,medium,1.0,mid floor,4.6
flat,226.0,2.0,2,3.0,Relatively New,1300.0,0,0,medium,2.0,high floor,0.87
flat,250.0,3.0,3,4.0,new property,2143.0,1,0,medium,2.0,low floor,1.9
flat,242.0,3.0,4,4.0,new property,1964.0,1,0,medium,1.0,high floor,2.0
house,36.0,2.0,8,4.0,Relatively New,160.0,1,1,high,2.0,high floor,4.5
flat,212.0,3.0,3,2.0,Relatively New,1428.0,0,0,medium,2.0,mid floor,1.4
house,101.0,4.0,4,4.0,Moderately Old,240.0,1,0,high,2.0,high floor,7.35
flat,226.0,3.0,3,2.0,Relatively New,1800.0,1,0,low,0.0,high floor,2.4
flat,215.0,3.0,3,4.0,new property,1900.0,1,0,medium,0.0,high floor,1.66
flat,229.0,3.0,3,2.0,Relatively New,1972.0,0,0,high,2.0,mid floor,1.42
flat,232.0,2.0,2,1.0,Under Construction,1231.0,0,0,medium,1.0,low floor,0.74
flat,207.0,3.0,3,3.0,new property,2282.0,1,0,high,0.0,low floor,3.5
flat,44.0,3.0,3,1.0,old property,905.0,0,0,medium,1.0,mid floor,0.35
flat,133.0,3.0,3,3.0,Relatively New,1649.0,0,0,medium,2.0,high floor,0.95
flat,78.0,4.0,3,2.0,Moderately Old,2488.0,1,0,medium,1.0,high floor,7.0
flat,221.0,2.0,2,2.0,Relatively New,1126.0,0,0,medium,2.0,mid floor,0.99
flat,188.0,3.0,3,4.0,Moderately Old,2199.0,1,0,high,2.0,high floor,1.86
flat,230.0,4.0,4,4.0,Relatively New,3108.0,1,0,medium,2.0,low floor,2.2
flat,262.0,2.0,2,1.0,Relatively New,743.99,0,0,medium,2.0,high floor,0.32
house,15.0,3.0,3,2.0,Relatively New,2700.0,1,0,high,1.0,high floor,8.49
house,73.0,2.0,4,3.0,Moderately Old,640.0,0,0,medium,1.0,mid floor,0.75
flat,216.0,3.0,3,2.0,Moderately Old,1958.0,0,0,high,0.0,mid floor,1.4
flat,223.0,2.0,2,0.0,Relatively New,1295.0,0,0,medium,1.0,low floor,0.9
flat,133.0,2.0,2,2.0,Under Construction,1250.0,0,0,medium,2.0,high floor,2.1
flat,221.0,4.0,3,3.0,Relatively New,1765.0,1,0,medium,2.0,high floor,1.65
house,215.0,4.0,4,4.0,Moderately Old,2610.0,1,1,medium,2.0,high floor,4.6
flat,187.0,4.0,4,4.0,Moderately Old,2857.0,0,1,high,2.0,high floor,1.8
house,196.0,4.0,4,3.0,Moderately Old,160.0,1,0,high,1.0,high floor,3.75
flat,129.0,2.0,2,0.0,Relatively New,1259.0,0,0,medium,1.0,low floor,0.9
flat,207.0,2.0,2,2.0,Relatively New,1010.0,0,0,high,0.0,high floor,1.42
flat,174.0,3.0,3,3.0,Relatively New,1738.0,0,0,high,2.0,high floor,1.05
flat,131.0,3.0,4,4.0,Relatively New,1186.0,1,0,medium,0.0,high floor,1.2
flat,141.0,3.0,4,3.0,Relatively New,2150.0,1,0,medium,0.0,high floor,3.05
flat,208.0,3.0,3,3.0,Relatively New,2882.0,1,1,medium,0.0,low floor,4.6
flat,153.0,4.0,5,4.0,new property,2135.0,1,0,medium,1.0,high floor,1.5
house,45.0,1.0,5,4.0,new property,600.0,0,0,medium,1.0,high floor,0.85
house,168.0,6.0,5,4.0,Relatively New,500.0,0,0,medium,1.0,high floor,8.0
flat,214.0,3.0,3,4.0,new property,1765.0,0,0,high,1.0,high floor,1.8
house,0.0,5.0,2,0.0,Moderately Old,1350.0,0,0,medium,1.0,mid floor,0.5
house,145.0,3.0,3,3.0,old property,2250.0,0,0,medium,1.0,mid floor,3.4
